	tissue_1	tissue_2	p-val	drug
13	breast	colon	1.0	nutlin
14	breast	hematological	1.0	nutlin
15	breast	liver	0.31160839235673765	nutlin
16	breast	lung	0.56891506211726	nutlin
17	breast	melanoma	1.0	nutlin
18	breast	ovary	1.0	nutlin
19	breast	pancreas	1.0	nutlin
20	breast	prostate	1.0	nutlin
21	breast	sarcoma	1.0	nutlin
22	colon	brain	1.0	nutlin
23	colon	breast	1.0	nutlin
24	colon	colon	1.0	nutlin
25	colon	hematological	1.0	nutlin
26	colon	liver	1.0	nutlin
27	colon	lung	1.0	nutlin
28	colon	melanoma	1.0	nutlin
29	colon	ovary	1.0	nutlin
30	colon	pancreas	1.0	nutlin
31	colon	prostate	1.0	nutlin
32	colon	sarcoma	1.0	nutlin
33	hematological	brain	1.0	nutlin
34	hematological	breast	1.0	nutlin
35	hematological	colon	1.0	nutlin
36	hematological	hematological	1.0	nutlin
37	hematological	liver	1.0	nutlin
38	hematological	lung	1.0	nutlin
39	hematological	melanoma	1.0	nutlin
40	hematological	ovary	1.0	nutlin
41	hematological	pancreas	1.0	nutlin
42	hematological	prostate	0.6023078097057722	nutlin
43	hematological	sarcoma	1.0	nutlin
44	liver	brain	1.0	nutlin
45	liver	breast	0.31160839235673765	nutlin
46	liver	colon	1.0	nutlin
47	liver	hematological	1.0	nutlin
48	liver	liver	1.0	nutlin
49	liver	lung	1.0	nutlin
50	liver	melanoma	0.15922630010042496	nutlin
51	liver	ovary	1.0	nutlin
52	liver	pancreas	0.5432577681490054	nutlin
53	liver	prostate	0.06627712468498602	nutlin
54	liver	sarcoma	1.0	nutlin
55	lung	brain	1.0	nutlin
56	lung	breast	0.56891506211726	nutlin
57	lung	colon	1.0	nutlin
58	lung	hematological	1.0	nutlin
59	lung	liver	1.0	nutlin
60	lung	lung	1.0	nutlin
61	lung	melanoma	0.31160839235673765	nutlin
62	lung	ovary	1.0	nutlin
63	lung	pancreas	0.954257232612044	nutlin
64	lung	prostate	0.11947205776725954	nutlin
65	lung	sarcoma	1.0	nutlin
66	melanoma	brain	0.6356272481400137	nutlin
67	melanoma	breast	1.0	nutlin
68	melanoma	colon	1.0	nutlin
69	melanoma	hematological	1.0	nutlin
70	melanoma	liver	0.15922630010042496	nutlin
71	melanoma	lung	0.31160839235673765	nutlin
72	melanoma	melanoma	1.0	nutlin
73	melanoma	ovary	1.0	nutlin
74	melanoma	pancreas	1.0	nutlin
75	melanoma	prostate	1.0	nutlin
76	melanoma	sarcoma	1.0	nutlin
77	ovary	brain	1.0	nutlin
78	ovary	breast	1.0	nutlin
79	ovary	colon	1.0	nutlin
80	ovary	hematological	1.0	nutlin
81	ovary	liver	1.0	nutlin
82	ovary	lung	1.0	nutlin
83	ovary	melanoma	1.0	nutlin
84	ovary	ovary	1.0	nutlin
85	ovary	pancreas	1.0	nutlin
86	ovary	prostate	0.5793999211856453	nutlin
87	ovary	sarcoma	1.0	nutlin
88	pancreas	brain	1.0	nutlin
89	pancreas	breast	1.0	nutlin
90	pancreas	colon	1.0	nutlin
91	pancreas	hematological	1.0	nutlin
92	pancreas	liver	0.5432577681490054	nutlin
93	pancreas	lung	0.954257232612044	nutlin
94	pancreas	melanoma	1.0	nutlin
95	pancreas	ovary	1.0	nutlin
96	pancreas	pancreas	1.0	nutlin
97	pancreas	prostate	1.0	nutlin
98	pancreas	sarcoma	1.0	nutlin
99	prostate	brain	0.29493957442836755	nutlin
100	prostate	breast	1.0	nutlin
101	prostate	colon	1.0	nutlin
102	prostate	hematological	0.6023078097057722	nutlin
103	prostate	liver	0.06627712468498602	nutlin
104	prostate	lung	0.11947205776725954	nutlin
105	prostate	melanoma	1.0	nutlin
106	prostate	ovary	0.5793999211856453	nutlin
107	prostate	pancreas	1.0	nutlin
108	prostate	prostate	1.0	nutlin
109	prostate	sarcoma	1.0	nutlin
110	sarcoma	brain	1.0	nutlin
111	sarcoma	breast	1.0	nutlin
112	sarcoma	colon	1.0	nutlin
113	sarcoma	hematological	1.0	nutlin
114	sarcoma	liver	1.0	nutlin
115	sarcoma	lung	1.0	nutlin
116	sarcoma	melanoma	1.0	nutlin
117	sarcoma	ovary	1.0	nutlin
118	sarcoma	pancreas	1.0	nutlin
119	sarcoma	prostate	1.0	nutlin
120	sarcoma	sarcoma	1.0	nutlin
0	bladder	bladder	1.0	oxaliplatin
1	bladder	brain	1.0	oxaliplatin
2	bladder	breast	1.0	oxaliplatin
3	bladder	colon	1.0	oxaliplatin
4	bladder	hematological	1.0	oxaliplatin
5	bladder	liver	1.0	oxaliplatin
6	bladder	lung	1.0	oxaliplatin
7	bladder	melanoma	1.0	oxaliplatin
8	bladder	ovary	1.0	oxaliplatin
9	bladder	pancreas	1.0	oxaliplatin
10	bladder	prostate	1.0	oxaliplatin
11	bladder	sarcoma	1.0	oxaliplatin
12	brain	bladder	1.0	oxaliplatin
13	brain	brain	1.0	oxaliplatin
14	brain	breast	1.0	oxaliplatin
15	brain	colon	1.0	oxaliplatin
16	brain	hematological	1.0	oxaliplatin
17	brain	liver	1.0	oxaliplatin
18	brain	lung	1.0	oxaliplatin
19	brain	melanoma	1.0	oxaliplatin
20	brain	ovary	1.0	oxaliplatin
21	brain	pancreas	1.0	oxaliplatin
22	brain	prostate	1.0	oxaliplatin
23	brain	sarcoma	1.0	oxaliplatin
24	breast	bladder	1.0	oxaliplatin
25	breast	brain	1.0	oxaliplatin
26	breast	breast	1.0	oxaliplatin
27	breast	colon	1.0	oxaliplatin
28	breast	hematological	1.0	oxaliplatin
29	breast	liver	1.0	oxaliplatin
30	breast	lung	1.0	oxaliplatin
31	breast	melanoma	1.0	oxaliplatin
32	breast	ovary	1.0	oxaliplatin
33	breast	pancreas	1.0	oxaliplatin
34	breast	prostate	0.8696231277774107	oxaliplatin
35	breast	sarcoma	0.10795504773150355	oxaliplatin
36	colon	bladder	1.0	oxaliplatin
37	colon	brain	1.0	oxaliplatin
38	colon	breast	1.0	oxaliplatin
39	colon	colon	1.0	oxaliplatin
40	colon	hematological	1.0	oxaliplatin
41	colon	liver	1.0	oxaliplatin
42	colon	lung	1.0	oxaliplatin
43	colon	melanoma	1.0	oxaliplatin
44	colon	ovary	1.0	oxaliplatin
45	colon	pancreas	1.0	oxaliplatin
46	colon	prostate	1.0	oxaliplatin
47	colon	sarcoma	0.23173961142850738	oxaliplatin
48	hematological	bladder	1.0	oxaliplatin
49	hematological	brain	1.0	oxaliplatin
50	hematological	breast	1.0	oxaliplatin
51	hematological	colon	1.0	oxaliplatin
52	hematological	hematological	1.0	oxaliplatin
53	hematological	liver	1.0	oxaliplatin
54	hematological	lung	1.0	oxaliplatin
55	hematological	melanoma	1.0	oxaliplatin
56	hematological	ovary	1.0	oxaliplatin
57	hematological	pancreas	1.0	oxaliplatin
58	hematological	prostate	0.03501820709763215	oxaliplatin
59	hematological	sarcoma	2.1838489617524177e-05	oxaliplatin
60	liver	bladder	1.0	oxaliplatin
61	liver	brain	1.0	oxaliplatin
62	liver	breast	1.0	oxaliplatin
63	liver	colon	1.0	oxaliplatin
64	liver	hematological	1.0	oxaliplatin
65	liver	liver	1.0	oxaliplatin
66	liver	lung	1.0	oxaliplatin
67	liver	melanoma	1.0	oxaliplatin
68	liver	ovary	1.0	oxaliplatin
69	liver	pancreas	1.0	oxaliplatin
70	liver	prostate	0.07962774200942153	oxaliplatin
71	liver	sarcoma	0.012541566449824914	oxaliplatin
72	lung	bladder	1.0	oxaliplatin
73	lung	brain	1.0	oxaliplatin
74	lung	breast	1.0	oxaliplatin
75	lung	colon	1.0	oxaliplatin
76	lung	hematological	1.0	oxaliplatin
77	lung	liver	1.0	oxaliplatin
78	lung	lung	1.0	oxaliplatin
79	lung	melanoma	1.0	oxaliplatin
80	lung	ovary	1.0	oxaliplatin
81	lung	pancreas	1.0	oxaliplatin
82	lung	prostate	1.0	oxaliplatin
83	lung	sarcoma	0.2787542939627419	oxaliplatin
84	melanoma	bladder	1.0	oxaliplatin
85	melanoma	brain	1.0	oxaliplatin
86	melanoma	breast	1.0	oxaliplatin
87	melanoma	colon	1.0	oxaliplatin
88	melanoma	hematological	1.0	oxaliplatin
89	melanoma	liver	1.0	oxaliplatin
90	melanoma	lung	1.0	oxaliplatin
91	melanoma	melanoma	1.0	oxaliplatin
92	melanoma	ovary	1.0	oxaliplatin
93	melanoma	pancreas	1.0	oxaliplatin
94	melanoma	prostate	1.0	oxaliplatin
95	melanoma	sarcoma	1.0	oxaliplatin
96	ovary	bladder	1.0	oxaliplatin
97	ovary	brain	1.0	oxaliplatin
98	ovary	breast	1.0	oxaliplatin
99	ovary	colon	1.0	oxaliplatin
100	ovary	hematological	1.0	oxaliplatin
101	ovary	liver	1.0	oxaliplatin
102	ovary	lung	1.0	oxaliplatin
103	ovary	melanoma	1.0	oxaliplatin
104	ovary	ovary	1.0	oxaliplatin
105	ovary	pancreas	1.0	oxaliplatin
106	ovary	prostate	0.637397403232116	oxaliplatin
107	ovary	sarcoma	0.1136261806182935	oxaliplatin
108	pancreas	bladder	1.0	oxaliplatin
109	pancreas	brain	1.0	oxaliplatin
110	pancreas	breast	1.0	oxaliplatin
111	pancreas	colon	1.0	oxaliplatin
112	pancreas	hematological	1.0	oxaliplatin
113	pancreas	liver	1.0	oxaliplatin
114	pancreas	lung	1.0	oxaliplatin
115	pancreas	melanoma	1.0	oxaliplatin
116	pancreas	ovary	1.0	oxaliplatin
117	pancreas	pancreas	1.0	oxaliplatin
118	pancreas	prostate	1.0	oxaliplatin
119	pancreas	sarcoma	0.38523488137425227	oxaliplatin
120	prostate	bladder	1.0	oxaliplatin
121	prostate	brain	1.0	oxaliplatin
122	prostate	breast	0.8696231277774107	oxaliplatin
123	prostate	colon	1.0	oxaliplatin
124	prostate	hematological	0.03501820709763215	oxaliplatin
125	prostate	liver	0.07962774200942153	oxaliplatin
126	prostate	lung	1.0	oxaliplatin
127	prostate	melanoma	1.0	oxaliplatin
128	prostate	ovary	0.637397403232116	oxaliplatin
129	prostate	pancreas	1.0	oxaliplatin
130	prostate	prostate	1.0	oxaliplatin
131	prostate	sarcoma	1.0	oxaliplatin
132	sarcoma	bladder	1.0	oxaliplatin
133	sarcoma	brain	1.0	oxaliplatin
134	sarcoma	breast	0.10795504773150355	oxaliplatin
135	sarcoma	colon	0.23173961142850738	oxaliplatin
136	sarcoma	hematological	2.1838489617524177e-05	oxaliplatin
137	sarcoma	liver	0.012541566449824914	oxaliplatin
138	sarcoma	lung	0.2787542939627419	oxaliplatin
139	sarcoma	melanoma	1.0	oxaliplatin
140	sarcoma	ovary	0.1136261806182935	oxaliplatin
141	sarcoma	pancreas	0.38523488137425227	oxaliplatin
142	sarcoma	prostate	1.0	oxaliplatin
143	sarcoma	sarcoma	1.0	oxaliplatin
0	bladder	bladder	1.0	peposertib
1	bladder	brain	1.0	peposertib
2	bladder	breast	0.14173247153399063	peposertib
3	bladder	colon	1.0	peposertib
4	bladder	hematological	0.00018010069892969807	peposertib
5	bladder	liver	1.0	peposertib
6	bladder	lung	0.2781858464926671	peposertib
7	bladder	melanoma	1.0	peposertib
8	bladder	ovary	0.0004498098926885027	peposertib
9	bladder	pancreas	1.0	peposertib
10	bladder	prostate	0.3266994830064933	peposertib
11	bladder	sarcoma	1.0	peposertib
12	brain	bladder	1.0	peposertib
13	brain	brain	1.0	peposertib
14	brain	breast	1.0	peposertib
15	brain	colon	1.0	peposertib
16	brain	hematological	1.0	peposertib
17	brain	liver	1.0	peposertib
18	brain	lung	1.0	peposertib
19	brain	melanoma	1.0	peposertib
20	brain	ovary	1.0	peposertib
21	brain	pancreas	1.0	peposertib
22	brain	prostate	1.0	peposertib
23	brain	sarcoma	1.0	peposertib
24	breast	bladder	0.14173247153399063	peposertib
25	breast	brain	1.0	peposertib
26	breast	breast	1.0	peposertib
27	breast	colon	1.0	peposertib
28	breast	hematological	1.0	peposertib
29	breast	liver	1.0	peposertib
30	breast	lung	1.0	peposertib
31	breast	melanoma	1.0	peposertib
32	breast	ovary	1.0	peposertib
33	breast	pancreas	1.0	peposertib
34	breast	prostate	1.0	peposertib
35	breast	sarcoma	1.0	peposertib
36	colon	bladder	1.0	peposertib
37	colon	brain	1.0	peposertib
38	colon	breast	1.0	peposertib
39	colon	colon	1.0	peposertib
40	colon	hematological	0.032660001941253486	peposertib
41	colon	liver	1.0	peposertib
42	colon	lung	1.0	peposertib
43	colon	melanoma	1.0	peposertib
44	colon	ovary	0.06736222640582368	peposertib
45	colon	pancreas	1.0	peposertib
46	colon	prostate	1.0	peposertib
47	colon	sarcoma	1.0	peposertib
48	hematological	bladder	0.00018010069892969807	peposertib
49	hematological	brain	1.0	peposertib
50	hematological	breast	1.0	peposertib
51	hematological	colon	0.032660001941253486	peposertib
52	hematological	hematological	1.0	peposertib
53	hematological	liver	0.260883663748507	peposertib
54	hematological	lung	1.0	peposertib
55	hematological	melanoma	0.39773304078533966	peposertib
56	hematological	ovary	1.0	peposertib
57	hematological	pancreas	0.793874576346401	peposertib
58	hematological	prostate	1.0	peposertib
59	hematological	sarcoma	0.014536014711995338	peposertib
60	liver	bladder	1.0	peposertib
61	liver	brain	1.0	peposertib
62	liver	breast	1.0	peposertib
63	liver	colon	1.0	peposertib
64	liver	hematological	0.260883663748507	peposertib
65	liver	liver	1.0	peposertib
66	liver	lung	1.0	peposertib
67	liver	melanoma	1.0	peposertib
68	liver	ovary	0.2393262917665558	peposertib
69	liver	pancreas	1.0	peposertib
70	liver	prostate	1.0	peposertib
71	liver	sarcoma	1.0	peposertib
72	lung	bladder	0.2781858464926671	peposertib
73	lung	brain	1.0	peposertib
74	lung	breast	1.0	peposertib
75	lung	colon	1.0	peposertib
76	lung	hematological	1.0	peposertib
77	lung	liver	1.0	peposertib
78	lung	lung	1.0	peposertib
79	lung	melanoma	1.0	peposertib
80	lung	ovary	1.0	peposertib
81	lung	pancreas	1.0	peposertib
82	lung	prostate	1.0	peposertib
83	lung	sarcoma	1.0	peposertib
84	melanoma	bladder	1.0	peposertib
85	melanoma	brain	1.0	peposertib
86	melanoma	breast	1.0	peposertib
87	melanoma	colon	1.0	peposertib
88	melanoma	hematological	0.39773304078533966	peposertib
89	melanoma	liver	1.0	peposertib
90	melanoma	lung	1.0	peposertib
91	melanoma	melanoma	1.0	peposertib
92	melanoma	ovary	0.38260240861842276	peposertib
93	melanoma	pancreas	1.0	peposertib
94	melanoma	prostate	1.0	peposertib
95	melanoma	sarcoma	1.0	peposertib
96	ovary	bladder	0.0004498098926885027	peposertib
97	ovary	brain	1.0	peposertib
98	ovary	breast	1.0	peposertib
99	ovary	colon	0.06736222640582368	peposertib
100	ovary	hematological	1.0	peposertib
101	ovary	liver	0.2393262917665558	peposertib
102	ovary	lung	1.0	peposertib
103	ovary	melanoma	0.38260240861842276	peposertib
104	ovary	ovary	1.0	peposertib
105	ovary	pancreas	0.8027349070313881	peposertib
106	ovary	prostate	1.0	peposertib
107	ovary	sarcoma	0.0403997548027916	peposertib
108	pancreas	bladder	1.0	peposertib
109	pancreas	brain	1.0	peposertib
110	pancreas	breast	1.0	peposertib
111	pancreas	colon	1.0	peposertib
112	pancreas	hematological	0.793874576346401	peposertib
113	pancreas	liver	1.0	peposertib
114	pancreas	lung	1.0	peposertib
115	pancreas	melanoma	1.0	peposertib
116	pancreas	ovary	0.8027349070313881	peposertib
117	pancreas	pancreas	1.0	peposertib
118	pancreas	prostate	1.0	peposertib
119	pancreas	sarcoma	1.0	peposertib
120	prostate	bladder	0.3266994830064933	peposertib
121	prostate	brain	1.0	peposertib
122	prostate	breast	1.0	peposertib
123	prostate	colon	1.0	peposertib
124	prostate	hematological	1.0	peposertib
125	prostate	liver	1.0	peposertib
126	prostate	lung	1.0	peposertib
127	prostate	melanoma	1.0	peposertib
128	prostate	ovary	1.0	peposertib
129	prostate	pancreas	1.0	peposertib
130	prostate	prostate	1.0	peposertib
131	prostate	sarcoma	1.0	peposertib
132	sarcoma	bladder	1.0	peposertib
133	sarcoma	brain	1.0	peposertib
134	sarcoma	breast	1.0	peposertib
135	sarcoma	colon	1.0	peposertib
136	sarcoma	hematological	0.014536014711995338	peposertib
137	sarcoma	liver	1.0	peposertib
138	sarcoma	lung	1.0	peposertib
139	sarcoma	melanoma	1.0	peposertib
140	sarcoma	ovary	0.0403997548027916	peposertib
141	sarcoma	pancreas	1.0	peposertib
142	sarcoma	prostate	1.0	peposertib
143	sarcoma	sarcoma	1.0	peposertib
0	bladder	bladder	1.0	prexasertib
1	bladder	brain	1.0	prexasertib
2	bladder	breast	1.0	prexasertib
3	bladder	colon	1.0	prexasertib
4	bladder	hematological	1.0	prexasertib
5	bladder	liver	1.0	prexasertib
6	bladder	lung	0.033753768349108565	prexasertib
7	bladder	melanoma	1.0	prexasertib
8	bladder	ovary	1.0	prexasertib
9	bladder	pancreas	1.0	prexasertib
10	bladder	prostate	1.0	prexasertib
11	bladder	sarcoma	1.0	prexasertib
12	brain	bladder	1.0	prexasertib
13	brain	brain	1.0	prexasertib
14	brain	breast	1.0	prexasertib
15	brain	colon	1.0	prexasertib
16	brain	hematological	1.0	prexasertib
17	brain	liver	1.0	prexasertib
18	brain	lung	1.0	prexasertib
19	brain	melanoma	1.0	prexasertib
20	brain	ovary	1.0	prexasertib
21	brain	pancreas	1.0	prexasertib
22	brain	prostate	1.0	prexasertib
23	brain	sarcoma	1.0	prexasertib
24	breast	bladder	1.0	prexasertib
25	breast	brain	1.0	prexasertib
26	breast	breast	1.0	prexasertib
27	breast	colon	1.0	prexasertib
28	breast	hematological	1.0	prexasertib
29	breast	liver	1.0	prexasertib
30	breast	lung	0.08094185659057843	prexasertib
31	breast	melanoma	1.0	prexasertib
32	breast	ovary	1.0	prexasertib
33	breast	pancreas	1.0	prexasertib
34	breast	prostate	1.0	prexasertib
35	breast	sarcoma	1.0	prexasertib
36	colon	bladder	1.0	prexasertib
37	colon	brain	1.0	prexasertib
38	colon	breast	1.0	prexasertib
39	colon	colon	1.0	prexasertib
40	colon	hematological	1.0	prexasertib
41	colon	liver	1.0	prexasertib
42	colon	lung	1.0	prexasertib
43	colon	melanoma	1.0	prexasertib
44	colon	ovary	1.0	prexasertib
45	colon	pancreas	1.0	prexasertib
46	colon	prostate	1.0	prexasertib
47	colon	sarcoma	1.0	prexasertib
48	hematological	bladder	1.0	prexasertib
49	hematological	brain	1.0	prexasertib
50	hematological	breast	1.0	prexasertib
51	hematological	colon	1.0	prexasertib
52	hematological	hematological	1.0	prexasertib
53	hematological	liver	1.0	prexasertib
54	hematological	lung	0.02983216367904251	prexasertib
55	hematological	melanoma	1.0	prexasertib
56	hematological	ovary	1.0	prexasertib
57	hematological	pancreas	1.0	prexasertib
58	hematological	prostate	1.0	prexasertib
59	hematological	sarcoma	1.0	prexasertib
60	liver	bladder	1.0	prexasertib
61	liver	brain	1.0	prexasertib
62	liver	breast	1.0	prexasertib
63	liver	colon	1.0	prexasertib
64	liver	hematological	1.0	prexasertib
65	liver	liver	1.0	prexasertib
66	liver	lung	1.0	prexasertib
67	liver	melanoma	1.0	prexasertib
68	liver	ovary	1.0	prexasertib
69	liver	pancreas	1.0	prexasertib
70	liver	prostate	1.0	prexasertib
71	liver	sarcoma	1.0	prexasertib
72	lung	bladder	0.033753768349108565	prexasertib
73	lung	brain	1.0	prexasertib
74	lung	breast	0.08094185659057843	prexasertib
75	lung	colon	1.0	prexasertib
76	lung	hematological	0.02983216367904251	prexasertib
77	lung	liver	1.0	prexasertib
78	lung	lung	1.0	prexasertib
79	lung	melanoma	1.0	prexasertib
80	lung	ovary	0.017691449633160054	prexasertib
81	lung	pancreas	0.20672167402937036	prexasertib
82	lung	prostate	1.0	prexasertib
83	lung	sarcoma	0.4991772659224335	prexasertib
84	melanoma	bladder	1.0	prexasertib
85	melanoma	brain	1.0	prexasertib
86	melanoma	breast	1.0	prexasertib
87	melanoma	colon	1.0	prexasertib
88	melanoma	hematological	1.0	prexasertib
89	melanoma	liver	1.0	prexasertib
90	melanoma	lung	1.0	prexasertib
91	melanoma	melanoma	1.0	prexasertib
92	melanoma	ovary	1.0	prexasertib
93	melanoma	pancreas	1.0	prexasertib
94	melanoma	prostate	1.0	prexasertib
95	melanoma	sarcoma	1.0	prexasertib
96	ovary	bladder	1.0	prexasertib
97	ovary	brain	1.0	prexasertib
98	ovary	breast	1.0	prexasertib
99	ovary	colon	1.0	prexasertib
100	ovary	hematological	1.0	prexasertib
101	ovary	liver	1.0	prexasertib
102	ovary	lung	0.017691449633160054	prexasertib
103	ovary	melanoma	1.0	prexasertib
104	ovary	ovary	1.0	prexasertib
105	ovary	pancreas	1.0	prexasertib
106	ovary	prostate	1.0	prexasertib
107	ovary	sarcoma	1.0	prexasertib
108	pancreas	bladder	1.0	prexasertib
109	pancreas	brain	1.0	prexasertib
110	pancreas	breast	1.0	prexasertib
111	pancreas	colon	1.0	prexasertib
112	pancreas	hematological	1.0	prexasertib
113	pancreas	liver	1.0	prexasertib
114	pancreas	lung	0.20672167402937036	prexasertib
115	pancreas	melanoma	1.0	prexasertib
116	pancreas	ovary	1.0	prexasertib
117	pancreas	pancreas	1.0	prexasertib
118	pancreas	prostate	1.0	prexasertib
119	pancreas	sarcoma	1.0	prexasertib
120	prostate	bladder	1.0	prexasertib
121	prostate	brain	1.0	prexasertib
122	prostate	breast	1.0	prexasertib
123	prostate	colon	1.0	prexasertib
124	prostate	hematological	1.0	prexasertib
125	prostate	liver	1.0	prexasertib
126	prostate	lung	1.0	prexasertib
127	prostate	melanoma	1.0	prexasertib
128	prostate	ovary	1.0	prexasertib
129	prostate	pancreas	1.0	prexasertib
130	prostate	prostate	1.0	prexasertib
131	prostate	sarcoma	1.0	prexasertib
132	sarcoma	bladder	1.0	prexasertib
133	sarcoma	brain	1.0	prexasertib
134	sarcoma	breast	1.0	prexasertib
135	sarcoma	colon	1.0	prexasertib
136	sarcoma	hematological	1.0	prexasertib
137	sarcoma	liver	1.0	prexasertib
138	sarcoma	lung	0.4991772659224335	prexasertib
139	sarcoma	melanoma	1.0	prexasertib
140	sarcoma	ovary	1.0	prexasertib
141	sarcoma	pancreas	1.0	prexasertib
142	sarcoma	prostate	1.0	prexasertib
143	sarcoma	sarcoma	1.0	prexasertib
0	brain	brain	1.0	ulixertinib
1	brain	breast	1.0	ulixertinib
2	brain	colon	1.0	ulixertinib
3	brain	hematological	1.0	ulixertinib
4	brain	liver	1.0	ulixertinib
5	brain	lung	1.0	ulixertinib
6	brain	melanoma	1.0	ulixertinib
7	brain	ovary	1.0	ulixertinib
8	brain	pancreas	1.0	ulixertinib
9	brain	prostate	1.0	ulixertinib
10	brain	sarcoma	1.0	ulixertinib
11	breast	brain	1.0	ulixertinib
12	breast	breast	1.0	ulixertinib
13	breast	colon	0.13002515201747386	ulixertinib
14	breast	hematological	1.0	ulixertinib
15	breast	liver	1.0	ulixertinib
16	breast	lung	1.0	ulixertinib
17	breast	melanoma	1.0	ulixertinib
18	breast	ovary	1.0	ulixertinib
19	breast	pancreas	1.0	ulixertinib
20	breast	prostate	1.0	ulixertinib
21	breast	sarcoma	1.0	ulixertinib
22	colon	brain	1.0	ulixertinib
23	colon	breast	0.13002515201747386	ulixertinib
24	colon	colon	1.0	ulixertinib
25	colon	hematological	0.19623519070455928	ulixertinib
26	colon	liver	1.0	ulixertinib
27	colon	lung	1.0	ulixertinib
28	colon	melanoma	0.0464324473122662	ulixertinib
29	colon	ovary	1.0	ulixertinib
30	colon	pancreas	1.0	ulixertinib
31	colon	prostate	1.0	ulixertinib
32	colon	sarcoma	0.018735233374817285	ulixertinib
33	hematological	brain	1.0	ulixertinib
34	hematological	breast	1.0	ulixertinib
35	hematological	colon	0.19623519070455928	ulixertinib
36	hematological	hematological	1.0	ulixertinib
37	hematological	liver	1.0	ulixertinib
38	hematological	lung	1.0	ulixertinib
39	hematological	melanoma	1.0	ulixertinib
40	hematological	ovary	1.0	ulixertinib
41	hematological	pancreas	1.0	ulixertinib
42	hematological	prostate	1.0	ulixertinib
43	hematological	sarcoma	1.0	ulixertinib
44	liver	brain	1.0	ulixertinib
45	liver	breast	1.0	ulixertinib
46	liver	colon	1.0	ulixertinib
47	liver	hematological	1.0	ulixertinib
48	liver	liver	1.0	ulixertinib
49	liver	lung	1.0	ulixertinib
50	liver	melanoma	1.0	ulixertinib
51	liver	ovary	1.0	ulixertinib
52	liver	pancreas	1.0	ulixertinib
53	liver	prostate	1.0	ulixertinib
54	liver	sarcoma	1.0	ulixertinib
55	lung	brain	1.0	ulixertinib
56	lung	breast	1.0	ulixertinib
57	lung	colon	1.0	ulixertinib
58	lung	hematological	1.0	ulixertinib
59	lung	liver	1.0	ulixertinib
60	lung	lung	1.0	ulixertinib
61	lung	melanoma	1.0	ulixertinib
62	lung	ovary	1.0	ulixertinib
63	lung	pancreas	1.0	ulixertinib
64	lung	prostate	1.0	ulixertinib
65	lung	sarcoma	1.0	ulixertinib
66	melanoma	brain	1.0	ulixertinib
67	melanoma	breast	1.0	ulixertinib
68	melanoma	colon	0.0464324473122662	ulixertinib
69	melanoma	hematological	1.0	ulixertinib
70	melanoma	liver	1.0	ulixertinib
71	melanoma	lung	1.0	ulixertinib
72	melanoma	melanoma	1.0	ulixertinib
73	melanoma	ovary	0.5792281263371453	ulixertinib
74	melanoma	pancreas	1.0	ulixertinib
75	melanoma	prostate	1.0	ulixertinib
76	melanoma	sarcoma	1.0	ulixertinib
77	ovary	brain	1.0	ulixertinib
78	ovary	breast	1.0	ulixertinib
79	ovary	colon	1.0	ulixertinib
80	ovary	hematological	1.0	ulixertinib
81	ovary	liver	1.0	ulixertinib
82	ovary	lung	1.0	ulixertinib
83	ovary	melanoma	0.5792281263371453	ulixertinib
84	ovary	ovary	1.0	ulixertinib
85	ovary	pancreas	1.0	ulixertinib
86	ovary	prostate	1.0	ulixertinib
87	ovary	sarcoma	1.0	ulixertinib
88	pancreas	brain	1.0	ulixertinib
89	pancreas	breast	1.0	ulixertinib
90	pancreas	colon	1.0	ulixertinib
91	pancreas	hematological	1.0	ulixertinib
92	pancreas	liver	1.0	ulixertinib
93	pancreas	lung	1.0	ulixertinib
94	pancreas	melanoma	1.0	ulixertinib
95	pancreas	ovary	1.0	ulixertinib
96	pancreas	pancreas	1.0	ulixertinib
97	pancreas	prostate	1.0	ulixertinib
98	pancreas	sarcoma	1.0	ulixertinib
99	prostate	brain	1.0	ulixertinib
100	prostate	breast	1.0	ulixertinib
101	prostate	colon	1.0	ulixertinib
102	prostate	hematological	1.0	ulixertinib
103	prostate	liver	1.0	ulixertinib
104	prostate	lung	1.0	ulixertinib
105	prostate	melanoma	1.0	ulixertinib
106	prostate	ovary	1.0	ulixertinib
107	prostate	pancreas	1.0	ulixertinib
108	prostate	prostate	1.0	ulixertinib
109	prostate	sarcoma	1.0	ulixertinib
110	sarcoma	brain	1.0	ulixertinib
111	sarcoma	breast	1.0	ulixertinib
112	sarcoma	colon	0.018735233374817285	ulixertinib
113	sarcoma	hematological	1.0	ulixertinib
114	sarcoma	liver	1.0	ulixertinib
115	sarcoma	lung	1.0	ulixertinib
116	sarcoma	melanoma	1.0	ulixertinib
117	sarcoma	ovary	1.0	ulixertinib
118	sarcoma	pancreas	1.0	ulixertinib
119	sarcoma	prostate	1.0	ulixertinib
120	sarcoma	sarcoma	1.0	ulixertinib
